title, price, discount, link
FELICON L96 Wireless Keyboard Mouse Combo/ 3650mAh Rechargeable RGB Full Size Keyboard with Pudding Keycaps/ Ergonomic Mechanical Feel 4800 DPi Rainbow Led Mute Mouse 2.4G USB for PC/Mac(White), $55.99, 20, amazon.com/FELICON-Wireless-Rechargeable-Ergonomic-Mechanical/dp/B0BV971X18/ref=sr_1_296?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-296
Arttodo Protective Case for Nintendo Switch Lite/ Monster Hunter Rise Theme Hard Shell and Soft Edge Cover Case for Nitendo Switch Lite Console and Joy-Con/ Switch Dock Available(Grey-Lite), $9.99, 30, amazon.com/Protective-Nintendo-Arttodo-Available-Grey-Lite/dp/B0948V1391/ref=sr_1_298?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-298
2pcs Soft Breathable Wrist Bands for Joy Con Wrist Strap Controller Adjustable Elastic Strap for Nintendo Switch Just Dance Game (Blue&red), $14.99, 30, amazon.com/Breathable-Controller-Adjustable-Nintendo-red/dp/B0BRMS9KH9/ref=sr_1_299?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-299
Meijunter Audio Cable with Inline Mute Volume Control Compatible with HyperX Cloud Mix/HyperX Cloud Alpha Gaming Headset, $15.99, 30, amazon.com/Meijunter-Inline-Control-Compatible-Headset/dp/B08X1YDM21/ref=sr_1_300?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-300
2Sets Black Mouse Feet Skates Compatible for Razer Viper V2 Pro Gaming Mouse, $9.99, 30, amazon.com/2Sets-Black-Skates-Compatible-Gaming/dp/B0BRS5Z9Z2/ref=sr_1_301?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-301
4PACK FunMax 3D Cute Thumb Stick Grip Caps Joystick Covers for PS5 Controller/ Switch Pro Controller/ Steam Deck(for PS5-Ghost Cat), $9.99, 30, amazon.com/FunMax-Joystick-Controller-PS5-Ghost-Cat/dp/B0BWM3MRD3/ref=sr_1_302?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-302
LexonElec M8 LED Gaming Mouse/Ergonomic Ultra-Lightweight Honeycomb Shell/Custom Tri-Color Design/Chroma RGB Backlit/7 Programmable Buttons 6400 DPI/Computer Mice for PS4/Xbox/Laptop/PC Gamers, $18.99, 30, amazon.com/LexonElec-Ergonomic-Ultra-Lightweight-Honeycomb-Programmable/dp/B0BMTGFP36/ref=sr_1_303?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-303
Who Ate all the Squid?: Football Adventures in South Korea, $22.95, 83, amazon.com/Who-Ate-all-Squid-Adventures-ebook/dp/B08NFJYXVW/ref=sr_1_304?qid=1693317940&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-304
during [3-Pack Tempered Glass Screen Protector Compatible with Nintendo Switch OLED model 2021/8 PCS Switch Thumb Grip Caps Compatible with Nintendo OLED/Lite Console, $11.99, 30, amazon.com/during-Tempered-Protector-Compatible-Nintendo/dp/B0BBV2ZPLL/ref=sr_1_305?qid=1693317941&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-305
Ultralight Gaming Mouse/RGB Backlit Mice with 7 Buttons Programmable Driver/PAW3325 6400DPI Mice/Lightweight Honeycomb Shell Mouse for PC Gamers and Xbox and PS4 Users(Pink), $11.99, 30, amazon.com/Ultralight-Backlit-Programmable-Lightweight-Honeycomb/dp/B089SFRDFR/ref=sr_1_306?qid=1693317941&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-306
jujinglobal 10pcs DIP Code Switch Assorted Double Row 16 Pin 8 Positions 2.54mm 0.1" Pitch Red, $6.99, 30, amazon.com/jujinglobal-10pcs-2-54mm-bits-Switch/dp/B09MJ67BHR/ref=sr_1_307?qid=1693317941&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-307
60% Mechanical Gaming Keyboard and Mouse Combo with Mouse Bungee Mouse Pad/Mini 68 Keys Wired Type C 18 Backlit Effects/Lightweight RGB 6400DPI Honeycomb Mice(Pink/Blue Switch), $65.99, 30, amazon.com/Mechanical-Keyboard-Backlit-Lightweight-Honeycomb/dp/B09D92DHG6/ref=sr_1_308?qid=1693317941&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-308
Logitech F310 Wired Gamepad Controller Console Like Layout 4 Switch D-Pad PC - Blue/Black, $24.99, 40, amazon.com/Logitech-940-000110-Gamepad-F310/dp/B003VAHYQY/ref=sr_1_309?qid=1693317941&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-309
Logitech G Driving Force Shifter with Logitech G923 Racing Wheel and Pedals for Xbox X|S/ Xbox One and PC and Genuine Leather Wheel Cover, $459.98, 24, amazon.com/Logitech-Driving-Shifter-Genuine-Leather/dp/B0961YJFMK/ref=sr_1_310?qid=1693317941&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-310
ASUS ROG Falchion NX 65% Wireless RGB Gaming Mechanical Keyboard | ROG NX Blue Clicky Switches/ PBT Doubleshot Keycaps/ Wired / 2.4G Hz/ Touch Panel/ Keyboard Cover Case/ Macro Support, $149.99, 33, amazon.com/ASUS-Falchion-Wireless-Mechanical-Doubleshot/dp/B09GL76BFD/ref=sr_1_311?qid=1693317941&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-311
HyperX Cloud II - Gaming Headset/ 7.1 Surround Sound/ Memory Foam Ear Pads/ Durable Aluminum Frame/ Detachable Microphone/ Works with PC/ PS5/ PS4/ Xbox Series X|S/ Xbox One – Red, $99.99, 36, amazon.com/HyperX-Cloud-Gaming-Headset-KHX-HSCP-RD/dp/B00SAYCXWG/ref=sr_1_1?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-1
HyperX Cloud Alpha Wireless - Gaming Headset for PC/ 300-hour battery life/ DTS Headphone:X Spatial Audio/ Memory foam/ Dual Chamber Drivers/ Noise-canceling mic/ Durable aluminum frame/Red, $199.99, 22, amazon.com/HyperX-Cloud-Alpha-Wireless-Noise-canceling/dp/B09TRW57WB/ref=sr_1_2?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-2
PS5 Controller Charger Station with Fast Charging AC Adapter 5V/3A/ Dual Controller Charging Stand for Playstation 5/ Docking Station Replacement for DualSense Charging Station, $24.99, 25, amazon.com/OIVO-Controller-Compatible-Playstation-Indicators/dp/B08LZGPPBH/ref=sr_1_3?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-3
JBL Quantum 100 - Wired Over-Ear Gaming Headphones - Black/ Large, $39.95, 38, amazon.com/JBL-Quantum-100-Over-Ear-Headphones/dp/B084CWCJTW/ref=sr_1_4?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-4
FIFINE Gaming USB Microphone for PC PS5/ Condenser Mic with Quick Mute/ RGB Indicator/ Tripod Stand/ Pop Filter/ Shock Mount/ Gain Control for Streaming Discord Twitch Podcasts Videos- AmpliGame, $34.99, 20, amazon.com/Microphone-FIFINE-Condenser-Indicator-Streaming/dp/B09JG62KDJ/ref=sr_1_5?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-5
SENZER SG500 Surround Sound Pro Gaming Headset with Noise Cancelling Microphone - Detachable Memory Foam Ear Pads - Portable Foldable Headphones for PC/ PS4/ PS5/ Xbox One/ Switch - Black, $29.99, 20, amazon.com/SENZER-SG500-Surround-Cancelling-Microphone/dp/B08FX35S7K/ref=sr_1_6?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-6
W&O Wireless Controller Compatible with Xbox 360 2.4GHZ Gamepad Joystick Wireless Controller Compatible with Xbox 360 and PC Windows 7/8/10/11 with Receiver (Black), $22.99, 10, amazon.com/Wireless-Controller-Compatible-Joystick-Receiver/dp/B09WQGQ6D2/ref=sr_1_7?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-7
Cooling Fan Dust Proof for Xbox Series X Console with Colorful Light Strip/MENEEA Dust Cover Filter/Rubber Dust Plugs/Low Noise Top Fan with 3 Gears/Cooler&Light Independent Touch Switch/ 2 USB Port, $36.99, 20, amazon.com/Cooling-Console-Colorful-MENEEA-Independent/dp/B09Z2B2LRX/ref=sr_1_8?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-8
PC Gaming Headset Headphone Hook Holder Hanger Mount/ Headphones Stand with Adjustable & Rotating Arm Clamp/ Under Desk Design/ Universal Fit/ Built in Cable Clip Organizer EURPMASK, $14.99, 44, amazon.com/Headphone-Headphones-Adjustable-Universal-EURPMASK/dp/B07BVK2FQW/ref=sr_1_9?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-9
Norton 360 Deluxe 2023/ Antivirus software for 5 Devices with Auto Renewal - Includes VPN/ PC Cloud Backup & Dark Web Monitoring [Download], $89.99, 72, amazon.com/NEW-Norton-360-Deluxe-Monitoring/dp/B07Q33SJDW/ref=sr_1_10?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-10
EKSA E1000 USB Gaming Headset for PC/ Computer Headphones with Microphone/Mic Noise Cancelling/ 7.1 Surround Sound/ RGB Light - Wired Headphones for PS4/ PS5 Console/ Laptop/ Call Center, $39.99, 38, amazon.com/EKSA-Surround-Headphones-Canceling-Compatible/dp/B07XHGLSGF/ref=sr_1_11?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-11
FastSnail Charging Dock Compatible with Nintendo Switch for Joy Con & OLED Model Controller with Lamppost LED Indication/ Charger Stand Station with Charging Cable, $19.99, 28, amazon.com/FastSnail-Charging-Compatible-Nintendo-Indication/dp/B07KYHBVYH/ref=sr_1_12?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-12
OIVO XSX Controller Charger Station with 2 Packs 1300mAh Rechargeable Battery for Xbox Series X/S/One/Elite/Core Controller/ Charging Dock with 4 Packs Covers, $24.99, 25, amazon.com/Controller-Rechargeable-Replacement-OIVO-Accessories/dp/B08LBK5J49/ref=sr_1_13?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-13
Switch Charger for Nintendo Switch/ AC Power Charger Cable Adapter with Nintendo Switch Lite OLED and Android Mobile Phone Charger/ 5FT USB Type C Charger Cable for Switch Support TV Dock Mode, $13.99, 10, amazon.com/NALENSY-Charger-Nintendo-Adapter-Compatible/dp/B08DFWB2GX/ref=sr_1_14?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-14
PS5 Stand with 2 Cooling Fan/ Dual Fast PS5 Controller Charging Station with 3 Extra USB Ports/ PS5 Cooling Station PS5 Accessories Vertical Stand for Sony Playstation 5 Dualsense/Digital/Disc Edition, $49.99, 36, amazon.com/Controller-Playstation-Dualsense-Accessories-Charging/dp/B09F6CY625/ref=sr_1_15?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-15
Daydayup Switch Carrying Case Compatible with Nintendo Switch/Switch OLED/ with 20 Games Cartridges Protective Hard Shell Travel Carrying Case Pouch for Console & Accessories/ Black, $25.99, 24, amazon.com/Daydayup-Carrying-Compatible-Cartridges-Protective-Accessories/dp/B0711K97BS/ref=sr_1_16?qid=1693318138&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-16
ASUS ROG Azoth 75% Wireless DIY Custom Gaming Keyboard/ OLED Display/ Three-Layer Dampening/ Hot-Swappable ROG NX Red Switches & Keyboard Stabilizers/ PBT Keycaps/ RGB-Black, $249.99, 16, amazon.com/ASUS-ROG-Three-Layer-Hot-Swappable-PBT/dp/B0BSKX8W3B/ref=sr_1_17?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-17
Saqico Head Strap for Oculus Quest 2/ 3-in-1 Adjustable Halo Headband/ Replacement for Elite Strap/ Enhanced Comfort and Gaming Immersion VR Accessories Compatible with Oculus/Meta Quest 2, $22.98, 20, amazon.com/Saqico-Adjustable-Replacement-Accessories-Compatible/dp/B0B2DFX3PB/ref=sr_1_18?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-18
NexiGo S32 Head Strap with 5300mAh Battery for Oculus Quest 2/ Carbon Fiber Dial/ Replacement Elite Accessories/ Enhanced Comfort Support/ Reduces Face and Head Pressure, $59.99, 33, amazon.com/NexiGo-S32-Replacement-Accessories-Enhanced/dp/B0B3RKNSM6/ref=sr_1_19?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-19
Switch Controller Compatible with Switch/Lite/OLED Controller/ Switch Pro Controller With RGB Breathing LED/ Switch Controllers Remote Supports Multi-Platform&App with Turbo/ Wake-up Function, $39.99, 40, amazon.com/Controller-Compatible-Breathing-Controllers-Multi-Platform/dp/B09NVRC89H/ref=sr_1_20?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-20
BENGOO Gaming Mouse Wired/ USB Optical Computer Mice with RGB Backlit/ 4 Adjustable DPI Up to 3600/ Ergonomic Gamer Laptop PC Mouse with 6 Programmable Buttons for Windows 7/8/10/XP Vista Linux -Black, $19.99, 55, amazon.com/BENGOO-Changing-Ergonomic-Computer-Adjustable/dp/B00Z9V0NKC/ref=sr_1_21?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-21
MOOGOLE PS4 Controller Wireless/ with USB Cable/1000mAh Battery/Dual Vibration/6-Axis Motion Control/3.5mm Audio Jack/Multi Touch Pad/Share Button/ PS4 Controller Compatible with PS4/Slim/Pro/PC, $25.98, 23, amazon.com/Controller-Wireless-1000mAh-Vibration-Compatible/dp/B0B67PQ6HR/ref=sr_1_22?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-22
HyperX Cloud Core – Wireless Gaming Headset for PC/ DTS Headphone:X Spatial Audio/ Memory Foam Ear Pads/ Durable Aluminum Frame/ Detachable Noise Cancelling Microphone/Black, $99.99, 50, amazon.com/HyperX-Cloud-Core-Detachable-Cancelling/dp/B09QX3VDVD/ref=sr_1_23?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-23
Snpurdiri 60% Wired Gaming Keyboard/ RGB Backlit Ultra-Compact Mini Keyboard/ Waterproof Small Compact 61 Keys Keyboard for PC/Mac Gamer/ Typist/ Travel/ Easy to Carry on Business Trip(Black-White), $31.99, 30, amazon.com/Snpurdiri-Keyboard-Ultra-Compact-Waterproof-Black-White/dp/B097T276QL/ref=sr_1_24?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-24
HyperX HHSS1C-KB-WT/G Cloud Stinger Core – Wireless Gaming Headset/ for PS4/ PS5/ PC/ Lightweight/ Durable Steel Sliders/ Noise-Cancelling Microphone - White, $79.99, 25, amazon.com/HyperX-Cloud-Stinger-Core-Noise-Cancelling/dp/B08BTHXJFN/ref=sr_1_25?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-25
Charger for Rechargeable Xbox One Controller Battery Pack with 4x2550mAh Batteries for Xbox Series X|S/Xbox One/ Battery Charger Station for Wireless Xbox One S/Xbox One X/Xbox One Elite Controllers, $39.99, 20, amazon.com/Rechargeable-Controller-4x2550mAh-Batteries-Controllers/dp/B09DYP57SD/ref=sr_1_26?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-26
NexiGo PS5 Wall Mount Kit with Charging Station/ Dual Controller Chargers/ Steel Wall Stand/ and Headphone Hanger - Compatible with Playstation 5 (Disc & Digital), $49.99, 20, amazon.com/NexiGo-Charging-Controller-Chargers-Headphone/dp/B0BSBJMW8S/ref=sr_1_27?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-27
Cooling Accessories for PS5/ KIWIHOME Horizontal Cooling Fan for PS5/ Upgraded Quiet Cooler Fan with LED Light and USB3.0 Hubs/ for PS5 Disc and Digital Edition(White), $35.99, 49, amazon.com/Cooling-KIWIHOME-Upgraded-Controller-Playstation/dp/B09NM9DTTC/ref=sr_1_28?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-28
HyperX Cloud Flight - Wireless Gaming Headset/ Long Lasting Battery up to 30 Hours/ Detachable Noise Cancelling Microphone/ Red LED Light/ Comfortable Memory Foam/ Works with PC/ PS4 & PS5, $139.99, 43, amazon.com/HyperX-Cloud-Flight-Detachable-Comfortable/dp/B077ZGRY9V/ref=sr_1_29?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-29
ASUS ROG Harpe Ace Aim Lab Edition Gaming Mouse/ 54 g Ultra-Lightwieght/ Connectivity (2.4GHz RF/ Bluetooth/ Wired)/ 36K DPI Sensor/ 5 Programmable Buttons/ ROG SpeedNova/ Esports & FPS Gaming/ Black, $149.99, 27, amazon.com/ASUS-ROG-Ultra-Lightwieght-Connectivity-Programmable/dp/B0BSKX9V7C/ref=sr_1_30?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-30
UHURU Wireless Gaming Mouse Up to 10000 DPI/ Rechargeable USB Wireless Mouse with 6 Buttons 7 Changeable LED Color Ergonomic Programmable MMO RPG for PC Laptop/ Compatible with Windows Mac, $29.99, 36, amazon.com/UHURU-Rechargeable-Changeable-Ergonomic-Programmable/dp/B071HVWD55/ref=sr_1_31?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-31
Charging Dock Replacement for Switch & Charger for Switch OLED Joy Con/ Charging Station for Switch with a USB Type-C Charging Cord- Black, $16.99, 28, amazon.com/Charging-Nintendo-Switch-Station-Type-C/dp/B073FJKD31/ref=sr_1_32?qid=1693318144&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-32
Switch Controller Charging Dock Station Compatible with Nintendo Switch & OLED Model Joycons/ KDD Switch Controller Charger Dock Station with Upgraded 8 Game Storage for Nintendo Switch Joycon & Games, $22.99, 48, amazon.com/KDD-Controller-Compatible-Nintendo-Charging/dp/B08FX5QKGD/ref=sr_1_33?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-33
AMZDM Controller Grip for Oculus Meta Quest 2 Accessories Grips Cover for VR Touch Controllers Covers Protector with Non-Slip Joystick Covers 1Pair Black, $13.99, 10, amazon.com/Controller-Accessories-Controllers-Protector-Non-Slip-Joystick/dp/B0BY6PZVV8/ref=sr_1_34?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-34
Rosetta Stone Learn UNLIMITED Languages | Lifetime Access - Learn 24 Languages | PC/Mac/iOS/Android Online Code, $399.00, 53, amazon.com/Rosetta-Stone-UNLIMITED-Languages-Activation/dp/B082DZBFP7/ref=sr_1_35?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-35
HyperX Pulsefire Haste – Gaming Mouse/ Ultra-Lightweight/ 59g/ Honeycomb Shell/ Hex Design/ RGB/ HyperFlex USB Cable/ Up to 16000 DPI/ 6 Programmable Buttons/Black, $49.99, 23, amazon.com/HyperX-Pulsefire-Haste-Ultra-Lightweight-Programmable/dp/B08NSJFNSS/ref=sr_1_36?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-36
amFilm OneTouch Screen Protector Designed for Nintendo Switch OLED model 2021 - With Auto Alignment Kit/ Bubble Free/ Glass/ 2 Pack, $18.99, 28, amazon.com/amFilm-OneTouch-Protector-Designed-Nintendo/dp/B09JG8V83Z/ref=sr_1_37?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-37
Gaming Headset for Xbox One Series X/S PS4 PS5 PC Switch/ Noise Canceling Headphones with Microphone/ 3.5mm Audio Jack/ Auto-Adjust Headband, $24.99, 10, amazon.com/PC-Canceling-Headphones-Microphone-Auto-Adjust-Lightweight/dp/B0B1GVQFRH/ref=sr_1_33?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-33
ZIUMIER Gaming Headset PS4 Headset/ Xbox One Headset with Noise Canceling Mic and Rgb Light/ PC Headset with Stereo Surround Sound/ Over-Ear Headphones for PC/ PS4/ Xbox One/ Laptop, $29.99, 30, amazon.com/ZIUMIER-Canceling-Surround-Over-Ear-Headphones/dp/B07QR85J7B/ref=sr_1_34?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-34
Gaming Headset for PS5 PS4 PC/ Gaming Headphones with Noise Cancelling Mic/ Wired Gamer Headsets for Computer Laptop Mac Nintendo NES Games, $49.99, 32, amazon.com/Controller-Cancelling-Headphones-Surround-Headsets/dp/B09QKTBFTR/ref=sr_1_35?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-35
Logitech G935 Wireless DTS:X 7.1 Surround Sound LIGHTSYNC RGB PC Gaming Headset - Black/Blue, $169.99, 35, amazon.com/Logitech-G935-Wireless-DTS-LIGHTSYNC/dp/B07MP4HT95/ref=sr_1_36?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-36
Sony-INZONE H9 Wireless Noise Canceling Gaming Headset/ Over-ear Headphones with 360 Spatial Sound/ WH-G900N, $299.99, 17, amazon.com/Sony-INZONE-Wireless-Canceling-Over-ear-Headphones/dp/B0B1TDHLPT/ref=sr_1_37?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-37
Gaming Keyboard and Mouse and Mouse pad and Gaming Headset/ Wired LED RGB Backlight Bundle for PC Gamers and Xbox and PS4 Users - 4 in 1 Edition Hornet RX-250, $39.99, 15, amazon.com/Gaming-Keyboard-Headset-Backlight-Bundle/dp/B07TVK8WJP/ref=sr_1_38?qid=1693318147&refinements=p_n_deal_type%3A23566064011&refresh=1&rnid=23566063011&s=videogames&sr=1-38
